Naam;Webadres;Tel;KvKnr;Plaats;SBICode;SBINaam;Kans;Keten;Typering;AantalMedewerkers;TJ_Warmte;TJ_CondWarmte;NM3Gas_CondWarmte;Red_tonCO2_CondWarmte;TJ_MTWarmte;NM3Gas_MTWarmte;kWh_MTWarmte;Red_tonCO2_MTWarmte;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Dika-Fabrieken BV;www.dika.nl;0182-383482;29022796.0;SCHOONHOVEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU19311204;GM1931;2871.0;2871RV;BU19311204;GM1931;2871.0;2871RV;BU19311204;GM1931;2871.0;2871RV;False;False;False;51.94660000535979;4.865540001182877;WarmteAtlas:CondensWarmte;;;
G. Kramer & Zonen BV;www.gkz.nl;0226-312426;37049194.0;ZUID-SCHARWOUDE;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU19800302;GM1980;1722.0;1722GC;BU19800302;GM1980;1722.0;1722GC;BU19800302;GM1980;1722.0;1722GC;False;False;False;52.69010000562565;4.808760000110982;WarmteAtlas:CondensWarmte;;;
Coroos Productie BV;www.coroos.nl;0345-589040;11019227.0;GELDERMALSEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU19600006;GM1960;4191.0;4191PL;BU19600006;GM1960;4191.0;4191PL;BU19600006;GM1960;4191.0;4191PL;False;False;False;51.8796000054846;5.2707300015638605;WarmteAtlas:CondensWarmte;;;
Aarts Conserven BV;www.aartsconserven.nl;077-3661404;12039728.0;LOTTUM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU15070709;GM1507;5973.0;5973RG;BU15070709;GM1507;5973.0;5973RG;BU15070709;GM1507;5973.0;5973RG;False;False;False;51.442400004873754;6.134700002427302;WarmteAtlas:CondensWarmte;;;
Baltussen Konservenfabriek BV;www.baltussen.nl;026-4742114;9002818.0;DRIEL;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU17341806;GM1734;6665.0;6665CA;BU17341806;GM1734;6665.0;6665CA;BU17341806;GM1734;6665.0;6665CA;False;False;False;51.95410000533114;5.822240002134928;WarmteAtlas:CondensWarmte;;;
Van Gorp Greenfood BV;www.greenfood.nl;077-4752255;12034519.0;BELFELD;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU09835106;GM0983;5951.0;5951DB;BU09835106;GM0983;5951.0;5951DB;BU09835106;GM0983;5951.0;5951DB;False;False;False;51.31890000529614;6.124380001378008;WarmteAtlas:CondensWarmte;;;
Reh GD 18 BV;www.vanrijsingendiepvries.nl;0492-544407;17065792.0;HELMOND;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU07942902;GM0794;5704.0;5704RD;BU07942902;GM0794;5704.0;5704RD;BU07942902;GM0794;5704.0;5704RD;False;False;False;51.44690000484434;5.7090200016212975;WarmteAtlas:CondensWarmte;;;
Fruity Company BV;www.fruity-line.eu;0344-672030;24346414.0;OCHTEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU17400109;GM1740;4051.0;4051CE;BU17400109;GM1740;4051.0;4051CE;BU17400109;GM1740;4051.0;4051CE;False;False;False;51.91700000568138;5.566870001024648;WarmteAtlas:CondensWarmte;;;
Intersnack Nederland BV;www.intersnack.nl;0314-370200;27159501.0;DOETINCHEM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU02220503;GM0222;7005.0;7005AG;BU02220503;GM0222;7005.0;7005AG;BU02220503;GM0222;7005.0;7005AG;False;False;False;51.94970000506457;6.290420002240154;WarmteAtlas:CondensWarmte;;;
S.V.Z. International BV;www.svz.com;076-5049494;20067726.0;BREDA;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU07580502;GM0758;4814.0;4814DC;BU07580502;GM0758;4814.0;4814DC;BU07580502;GM0758;4814.0;4814DC;False;False;False;51.591200005417626;4.762560001218468;WarmteAtlas:CondensWarmte;;;
V.S. Apple Industries Marknesse BV;www.vsapple.com;0527-203917;39079358.0;MARKNESSE;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU01710426;GM0171;8316.0;8316RA;BU01710426;GM0171;8316.0;8316RA;BU01710426;GM0171;8316.0;8316RA;False;False;False;52.707500005621505;5.903420001883016;WarmteAtlas:CondensWarmte;;;
Bonduelle Nederland BV;www.bonduelle.com;040-2618833;16043976.0;EINDHOVEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;16.046742;5.323467;187000;352.869;6.762242;237000;444000;213.675;BU07725200;GM0772;5626.0;5626DC;BU07725200;GM0772;5626.0;5626DC;BU07725200;GM0772;5626.0;5626DC;False;False;False;51.48430000555715;5.4190300015667;WarmteAtlas:CondensWarmte;;;
H.J. Heinz Holding BV;www.heinz.nl;0481-366757;9007762.0;ELST GLD;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU17340601;GM1734;6662.0;6662BC;BU17340601;GM1734;6662.0;6662BC;BU17340601;GM1734;6662.0;6662BC;False;False;False;51.91330000561483;5.853960002040941;WarmteAtlas:CondensWarmte;;;
Bomvol BV;www.van-ruiten.nl;071-3312954;28069889.0;ROELOFARENDSVEEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU18840004;GM1884;2371.0;2371DT;BU18840004;GM1884;2371.0;2371DT;BU18840004;GM1884;2371.0;2371DT;False;False;False;52.20410000515729;4.6258800007061796;WarmteAtlas:CondensWarmte;;;
Hessing Zwaagdijk BV;www.hessingsupervers.nl;0228-561224;36040210.0;ZWAAGDIJK;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;625;133.722849;44.362227;1557000;2938.059;56.352019;1978000;3701000;1785.76;BU04201402;GM0420;1681.0;1681NP;BU04201402;GM0420;1681.0;1681NP;BU04201402;GM0420;1681.0;1681NP;False;False;False;52.70260000586758;5.157080001000109;WarmteAtlas:CondensWarmte;;;
Geurts Conservenfabriek BV;www.geurts.com;0488-417272;11014332.0;DODEWAARD;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU17400200;GM1740;6669.0;6669DA;BU17400200;GM1740;6669.0;6669DA;BU17400200;GM1740;6669.0;6669DA;False;False;False;51.91030000564951;5.664930001031617;WarmteAtlas:CondensWarmte;;;
Frumarco BV;www.frumarco.nl;077-4768043;12030794.0;BEESEL;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU08890109;GM0889;5954.0;5954AP;BU08890109;GM0889;5954.0;5954AP;BU08890109;GM0889;5954.0;5954AP;False;False;False;51.27630000464741;6.042580002445914;WarmteAtlas:CondensWarmte;;;
Lutèce BV;www.lutece.nl;077-4728100;12019548.0;HORST;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU15070410;GM1507;5961.0;5961PV;BU15070410;GM1507;5961.0;5961PV;BU15070410;GM1507;5961.0;5961PV;False;False;False;51.43820000482208;6.050370002304339;WarmteAtlas:CondensWarmte;;;
Conservenfabriek B. Volwater en Zonen BV;www.volwaterconserven.com;071-3319013;28040067.0;ROELOFARENDSVEEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU18840107;GM1884;2371.0;2371TT;BU18840107;GM1884;2371.0;2371TT;BU18840107;GM1884;2371.0;2371TT;False;False;False;52.19550000532185;4.614650000506347;WarmteAtlas:CondensWarmte;;;
VNK (Verenigde Nederlandse Kruidendrogerijen) BV;www.vnk-herbs.nl;0321-335440;8009913.0;BIDDINGHUIZEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU03030609;GM0303;8256.0;8256SL;BU03030609;GM0303;8256.0;8256SL;BU03030609;GM0303;8256.0;8256SL;False;False;False;52.458400005557095;5.706000001890013;WarmteAtlas:CondensWarmte;;;
Veco Groente en Fruit BV;www.vecobv.nl;0527-274492;39053626.0;CREIL;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU01711047;GM0171;8312.0;8312PR;BU01711047;GM0171;8312.0;8312PR;BU01711047;GM0171;8312.0;8312PR;False;False;False;52.76820000577619;5.657200002158876;WarmteAtlas:CondensWarmte;;;
Coroos Conserven BV;www.coroos.nl;0113-333000;22014802.0;KAPELLE;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU06780000;GM0678;4421.0;4421JG;BU06780000;GM0678;4421.0;4421JG;BU06780000;GM0678;4421.0;4421JG;False;False;False;51.473100005206874;3.969019999672865;WarmteAtlas:CondensWarmte;;;
Rustenburg & Zoon BV;www.wheemskerk.nl;071-4021338;36015529.0;RIJNSBURG;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU05370709;GM0537;2231.0;2231LJ;BU05370709;GM0537;2231.0;2231NS;BU05370709;GM0537;2231.0;2231NS;False;False;False;52.19850000534404;4.454010000451819;WarmteAtlas:CondensWarmte;;;
Cranberry Terschelling BV;www.terschellingercranberry.nl;0562-448800;1065951.0;FORMERUM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU00930213;GM0093;8894.0;8894KX;BU00930213;GM0093;8894.0;8894KX;BU00930213;GM0093;8894.0;8894KX;False;False;False;53.39000000648411;5.308330001116071;WarmteAtlas:CondensWarmte;;;
F. & F. (Europe) BV;www.ffeurope.nl;045-5353425;14046530.0;KERKRADE;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;16.046742;5.323467;187000;352.869;6.762242;237000;444000;213.675;BU09280009;GM0928;6468.0;6468EK;BU09280009;GM0928;6468.0;6468EK;BU09280009;GM0928;6468.0;6468EK;False;False;False;50.87120000456702;6.03553000234281;WarmteAtlas:CondensWarmte;;;
Hero Nederland BV;www.hero.nl;076-5798000;20000142.0;BREDA;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU07580200;GM0758;4817.0;4817ME;BU07580200;GM0758;4817.0;4817ME;BU07580200;GM0758;4817.0;4817ME;False;False;False;51.59530000533046;4.80741000116768;WarmteAtlas:CondensWarmte;;;
Terra Chips BV;www.fruitchips.nl;;22036853.0;HAARLEM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU03920902;GM0392;2033.0;2033AP;BU03920902;GM0392;2033.0;2033AP;BU03920902;GM0392;2033.0;2033AP;False;False;False;52.38180000591941;4.668670000042706;WarmteAtlas:CondensWarmte;;;
Oerlemans Foods Waalwijk BV;www.oerlemans-foods.nl;0416-568989;18048492.0;WAALWIJK;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;625;133.722849;44.362227;1557000;2938.059;56.352019;1978000;3701000;1785.76;BU08670010;GM0867;5145.0;5145NR;BU08670010;GM0867;5145.0;5145NR;BU08670010;GM0867;5145.0;5145NR;False;False;False;51.70170000571895;5.044750000387067;WarmteAtlas:CondensWarmte;;;
Oerlemans Foods Nederland BV;www.oerlemans-foods.nl;077-3895895;12017321.0;VENLO;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;16.046742;5.323467;187000;352.869;6.762242;237000;444000;213.675;BU09832804;GM0983;5928.0;5928PP;BU09832804;GM0983;5928.0;5928PP;BU09832804;GM0983;5928.0;5928PP;False;False;False;51.38900000552188;6.135510002326455;WarmteAtlas:CondensWarmte;;;
Stroopfabriek Canisius-Henssen BV;www.canisiusstroop.nl;046-4431212;14045623.0;SCHINNEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU19540502;GM1954;6365.0;6365CW;BU19540502;GM1954;6365.0;6365CW;BU19540502;GM1954;6365.0;6365CW;False;False;False;50.93980000486238;5.873820002259042;WarmteAtlas:CondensWarmte;;;
Ariza BV;www.ariza.nl;0492-528364;17070997.0;HELMOND;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU07942902;GM0794;5704.0;5704RD;BU07942902;GM0794;5704.0;5704RD;BU07942902;GM0794;5704.0;5704RD;False;False;False;51.446500005250876;5.708790000958546;WarmteAtlas:CondensWarmte;;;
H. van Ruiten & Zn BV;;071-3319010;28009108.0;ROELOFARENDSVEEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU18840107;GM1884;2371.0;2371TX;BU18840107;GM1884;2371.0;2371TX;BU18840107;GM1884;2371.0;2371TX;False;False;False;52.19410000558699;4.610990000717117;WarmteAtlas:CondensWarmte;;;
Parc BV;;0527-271730;39059846.0;ESPEL;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU01710943;GM0171;8311.0;8311PW;BU01710943;GM0171;8311.0;8311PW;BU01710943;GM0171;8311.0;8311PW;False;False;False;52.7395000055091;5.621760001896529;WarmteAtlas:CondensWarmte;;;
Ardo BV;www.ardo.com;076-5999999;24291725.0;ZUNDERT;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU08790000;GM0879;4881.0;4881EW;BU08790000;GM0879;4881.0;4881EW;BU08790000;GM0879;4881.0;4881EW;False;False;False;51.466600004924736;4.659480000544419;WarmteAtlas:CondensWarmte;;;
Sensient Natural Ingredients BV;www.sensient-tech.com;0525-681242;8010878.0;ELBURG;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU02300101;GM0230;8081.0;8081HH;BU02300101;GM0230;8081.0;8081HH;BU02300101;GM0230;8081.0;8081HH;False;False;False;52.45470000608125;5.827200001114376;WarmteAtlas:CondensWarmte;;;
Plaza Food BV;www.orientplaza.com;024-3771066;9143377.0;WIJCHEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;150;32.093484;10.646935;374000;705.738;13.524484;475000;888000;429.237;BU02960111;GM0296;6604.0;6604CW;BU02960111;GM0296;6604.0;6604CW;BU02960111;GM0296;6604.0;6604CW;False;False;False;51.81850000567009;5.761870001811537;WarmteAtlas:CondensWarmte;;;
Ardo BV;www.ardo.com;076-5999999;24291725.0;ZUNDERT;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU08790000;GM0879;4881.0;4881GB;BU08790000;GM0879;4881.0;4881GB;BU08790000;GM0879;4881.0;4881GB;False;False;False;51.46540000485932;4.653860001222527;WarmteAtlas:CondensWarmte;;;
Laarakker Groenteverwerking BV;www.laarakker.nl;0478-507200;12030029.0;WELL LB;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;75;16.046742;5.323467;187000;352.869;6.762242;237000;444000;213.675;BU08930662;GM0893;5855.0;5855ES;BU08930662;GM0893;5855.0;5855ES;BU08930662;GM0893;5855.0;5855ES;False;False;False;51.56050000483105;6.139760002166284;WarmteAtlas:CondensWarmte;;;
Choco Support BV;www.chocosupport.nl;0345-623250;11028702.0;LEERDAM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU19612801;GM1961;4143.0;4143HM;BU19612801;GM1961;4143.0;4143HM;BU19612801;GM1961;4143.0;4143HM;False;False;False;51.89910000501452;5.099870001397823;WarmteAtlas:CondensWarmte;;;
Van Rijsingen Grootverbruik BV;www.groentehof.nl;0492-530406;17130058.0;HELMOND;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;BU07942902;GM0794;5704.0;5704RG;False;False;False;51.44390000548467;5.696240001194913;WarmteAtlas:CondensWarmte;;;
Van der Kroon Food Products BV;www.horecazoetzuur.nl;0164-210210;20121047.0;BERGEN OP ZOOM;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU07480306;GM0748;4612.0;4612PL;BU07480306;GM0748;4612.0;4612PL;BU07480306;GM0748;4612.0;4612PL;False;False;False;51.50370000493178;4.255540000225394;WarmteAtlas:CondensWarmte;;;
Steensma BV;www.steensma.com;0881-632000;1044522.0;FRANEKER;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU19492806;GM1949;8801.0;8801JW;BU19492806;GM1949;8801.0;8801JW;BU19492806;GM1949;8801.0;8801JW;False;False;False;53.18350000632846;5.5554800013281165;WarmteAtlas:CondensWarmte;;;
Graaf Food Ingredients BV;www.graaf-fi.nl;0183-441172;18083830.0;GIESSEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU19591002;GM1959;4283.0;4283GZ;BU19591002;GM1959;4283.0;4283GZ;BU19591002;GM1959;4283.0;4283GZ;False;False;False;51.78030000553905;5.0312200002274565;WarmteAtlas:CondensWarmte;;;
Hak BV;www.hak.nl;0183-446500;17236393.0;GIESSEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU19591001;GM1959;4283.0;4283KA;BU19591001;GM1959;4283.0;4283KA;BU19591001;GM1959;4283.0;4283KA;False;False;False;51.79450000566143;5.029390000440761;WarmteAtlas:CondensWarmte;;;
Mattheeussens-Wido BV;www.mado-conserven.nl;0164-672850;20154809.0;OSSENDRECHT;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU08730200;GM0873;4641.0;4641JD;BU08730200;GM0873;4641.0;4641JD;BU08730200;GM0873;4641.0;4641JD;False;False;False;51.3935000052263;4.315669999596648;WarmteAtlas:CondensWarmte;;;
Wijnen Logistics BV;www.square-crops.com;077-3586766;14121084.0;GRUBBENVORST;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;350;74.884795;24.842847;872000;1645.464;31.55713;1108000;2072000;1000.924;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;BU15070809;GM1507;5971.0;5971NJ;False;False;False;51.42390000487909;6.0944600022956745;WarmteAtlas:CondensWarmte;;;
Van Woerkom's Confituren BV;www.woerkom-confituren.nl;0481-450069;50068490.0;NIEUWEGEIN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU03562200;GM0356;3433.0;3433PJ;BU03562200;GM0356;3433.0;3433PJ;BU03562200;GM0356;3433.0;3433PJ;False;False;False;52.02130000558925;5.103430000619429;WarmteAtlas:CondensWarmte;;;
Pluq BV;;077-4728100;53712978.0;HORST;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU15070419;GM1507;5961.0;5961AJ;BU15070419;GM1507;5961.0;5961AJ;BU15070419;GM1507;5961.0;5961AJ;False;False;False;51.47240000485308;6.048620001604172;WarmteAtlas:CondensWarmte;;;
Snack Connection BV;www.snack-connection.nl;0183-449745;50209027.0;BERGSCHENHOEK;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU16211543;GM1621;2661.0;2661CZ;BU16211543;GM1621;2661.0;2661CZ;BU16211543;GM1621;2661.0;2661CZ;False;False;False;51.98050000556958;4.50199000109741;WarmteAtlas:CondensWarmte;;;
Nedspice Dehydrated Ingredients BV;www.nedspice.com;0182-382665;57585822.0;SCHOONHOVEN;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;15;3.209348;1.064693;37000;69.819;1.352448;47000;89000;41.875;BU19311200;GM1931;2871.0;2871CC;BU19311200;GM1931;2871.0;2871CC;BU19311200;GM1931;2871.0;2871CC;False;False;False;51.942800005036304;4.855070000545782;WarmteAtlas:CondensWarmte;;;
Aarson Foods BV;www.aarson.nl;0475-320303;61940720.0;ROERMOND;1039;Verwerking van groente en fruit (niet tot sap en maaltijden);Biogas&Meststoffen;BioMassa;BioProductie;35;7.48848;2.484285;87000;164.169;3.155713;111000;207000;100.575;BU09570601;GM0957;6042.0;6042LB;BU09570601;GM0957;6042.0;6042LB;BU09570601;GM0957;6042.0;6042LB;False;False;False;51.191100005261816;6.049470001553027;WarmteAtlas:CondensWarmte;;;
